GrLivArea,SalePrice,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MoSold,YrSold
874,97500,20,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,3,20.0,2,620.0,224.0,864.0,GasA,3,Y,874,0,0,0.0,1.0,1,0,3,1,3,5,0,Detchd,1,2.0,576.0,63,0,0,0,0,3,2006
704,88750,20,RL,4280,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,9,1946,2001,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,2,3,1,1,0.0,1,0.0,560.0,560.0,GasA,5,Y,704,0,0,0.0,1.0,1,0,2,1,2,4,0,CarPort,1,1.0,220.0,0,0,24,0,0,9,2009
1221,104900,50,RL,9738,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,4,BrkTil,3,3,1,4,392.0,1,0.0,392.0,784.0,GasA,4,Y,949,272,0,1.0,0.0,1,0,4,1,3,7,0,Attchd,1,1.0,392.0,0,0,236,0,0,3,2006
1140,96500,50,RM,8800,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,1,1,0.0,1,0.0,576.0,576.0,GasA,4,Y,792,348,0,0.0,0.0,1,0,3,1,3,7,0,0,0,0.0,0.0,0,160,0,0,0,6,2010
836,128500,120,RL,2104,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,7,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,3,3,1,5,536.0,1,0.0,300.0,836.0,GasA,3,Y,836,0,0,0.0,1.0,1,0,2,1,3,5,0,Attchd,1,1.0,345.0,150,20,0,0,0,10,2009
1634,250000,20,RL,11428,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1626.0,1626.0,GasA,5,Y,1634,0,0,0.0,0.0,2,0,3,1,4,7,1,Attchd,2,3.0,866.0,0,44,0,0,0,5,2007
1078,142125,20,RL,9717,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1950,1996,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2,6,49.0,3,1029.0,0.0,1078.0,GasA,4,Y,1078,0,0,1.0,0.0,1,0,2,1,4,5,0,Attchd,1,1.0,240.0,366,0,112,0,0,4,2010
1005,115400,20,RL,14299,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,3,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,3,513.0,2,144.0,348.0,1005.0,GasA,3,Y,1005,0,0,1.0,0.0,1,0,3,1,3,5,0,Detchd,1,2.0,440.0,0,0,0,0,0,7,2007
1575,179200,120,RL,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,None,0.0,4,3,PConc,4,3,1,6,430.0,1,0.0,1145.0,1575.0,GasA,4,Y,1575,0,0,1.0,0.0,2,0,2,1,4,5,0,Attchd,2,2.0,529.0,0,0,52,0,0,7,2007
874,130000,20,RL,9858,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,4,510.0,1,0.0,354.0,864.0,GasA,3,Y,874,0,0,1.0,0.0,1,0,3,1,3,5,0,Attchd,2,1.0,288.0,33,0,0,0,0,11,2009
1677,190500,60,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,472.0,1,0.0,355.0,827.0,GasA,5,Y,827,850,0,1.0,0.0,2,1,3,1,4,7,0,Attchd,2,2.0,627.0,0,68,0,0,0,9,2008
1212,178000,20,RL,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1212.0,1212.0,GasA,5,Y,1212,0,0,0.0,0.0,2,0,3,1,4,6,0,Attchd,2,2.0,573.0,356,0,0,0,0,6,2009
1709,130000,160,RM,2522,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,4,3,PConc,4,3,1,1,0.0,1,0.0,970.0,970.0,GasA,5,Y,970,739,0,0.0,0.0,2,0,3,1,4,7,0,Detchd,1,2.0,380.0,0,40,0,0,0,5,2006
1431,192000,20,RL,9017,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,560.0,1,0.0,871.0,1431.0,GasA,5,Y,1431,0,0,1.0,0.0,2,0,3,1,4,6,0,Attchd,3,2.0,666.0,0,35,0,0,0,9,2009
1175,148000,20,RL,7635,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,588.0,2,350.0,237.0,1175.0,GasA,5,Y,1175,0,0,0.0,0.0,1,1,3,1,3,6,0,Detchd,2,2.0,484.0,0,0,0,0,0,6,2010
960,135500,190,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1Story,5,7,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,6,576.0,1,0.0,384.0,960.0,GasA,3,Y,960,0,0,1.0,0.0,1,0,3,1,3,5,0,Detchd,1,2.0,576.0,0,0,0,0,0,6,2006
1224,101800,90,RL,9842,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,1224,0,0,0.0,0.0,2,0,2,2,3,6,0,CarPort,1,2.0,462.0,0,0,0,0,0,3,2007
1772,184900,70,RM,10337,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,1910,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,4,BrkTil,3,3,1,1,0.0,1,0.0,725.0,725.0,GasA,5,N,909,863,0,0.0,0.0,2,1,3,1,4,7,0,Detchd,1,2.0,816.0,0,0,0,0,0,5,2007
2031,222500,60,RL,11404,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,4,3,PConc,4,3,3,5,252.0,1,0.0,901.0,1153.0,GasA,5,Y,1153,878,0,0.0,0.0,2,1,3,1,4,8,1,Attchd,3,2.0,541.0,192,84,0,0,0,7,2008
1351,122000,50,RL,16287,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1925,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,5,130.0,4,105.0,666.0,901.0,GasA,3,Y,901,450,0,1.0,0.0,1,0,3,1,3,7,1,Detchd,1,2.0,576.0,0,0,43,0,100,7,2007
2614,240000,60,RL,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,956.0,3,182.0,384.0,1522.0,GasA,3,Y,1548,1066,0,0.0,0.0,2,1,4,1,3,9,1,Attchd,2,2.0,624.0,38,243,0,0,0,6,2008
970,132000,85,RL,10441,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,5,1992,1992,Gable,CompShg,HdBoard,Wd Shng,None,0.0,3,3,PConc,4,3,3,6,337.0,1,0.0,575.0,912.0,GasA,3,Y,970,0,0,0.0,1.0,1,0,3,1,3,6,0,0,0,0.0,0.0,80,32,0,0,0,7,2006
1306,196000,120,RL,5381,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135.0,4,3,PConc,4,3,3,5,900.0,1,0.0,406.0,1306.0,GasA,5,Y,1306,0,0,1.0,0.0,2,0,1,1,4,5,1,Attchd,2,2.0,624.0,170,63,0,0,0,8,2009
1721,232698,20,RL,9254,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,1,6,119.0,1,0.0,1602.0,1721.0,GasA,5,Y,1721,0,0,1.0,0.0,2,0,3,1,4,7,0,Attchd,2,2.0,554.0,168,27,0,0,0,1,2007
1788,161500,50,RL,11250,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,1,0.0,1,0.0,1104.0,1104.0,GasA,5,Y,1104,684,0,1.0,0.0,1,0,5,1,3,8,2,Attchd,1,1.0,304.0,120,0,0,0,0,11,2009
925,116900,20,RL,8400,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,4,793.0,1,0.0,130.0,923.0,GasA,3,Y,925,0,0,1.0,0.0,1,0,3,1,3,5,2,Attchd,1,1.0,390.0,81,0,0,0,0,3,2007
1056,144000,90,RL,6979,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,6,1056.0,1,0.0,0.0,1056.0,GasA,4,Y,1056,0,0,2.0,0.0,0,0,0,2,3,4,0,Detchd,1,2.0,576.0,264,56,0,0,0,6,2010
1479,213500,80,RL,14419,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,1987,1989,Hip,CompShg,Plywood,Plywood,BrkFace,310.0,3,3,PConc,4,3,4,6,904.0,5,624.0,117.0,1645.0,GasA,5,Y,1479,0,0,2.0,0.0,2,1,3,1,4,7,1,Attchd,3,2.0,578.0,224,238,0,0,0,7,2009
1800,312500,20,RL,14331,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,4,3,PConc,5,3,4,6,1274.0,1,0.0,526.0,1800.0,GasA,5,Y,1800,0,0,1.0,0.0,2,0,3,1,4,7,1,Attchd,3,3.0,765.0,270,78,0,0,0,5,2006
864,115000,20,RL,8172,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,None,0.0,3,3,CBlock,3,3,1,3,167.0,1,0.0,697.0,864.0,GasA,3,Y,864,0,0,1.0,0.0,1,0,2,1,3,5,0,Detchd,1,2.0,572.0,0,0,0,0,0,4,2006
1358,207000,120,RM,8198,Pave,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,4,3,PConc,4,3,3,6,720.0,1,0.0,638.0,1358.0,GasA,5,Y,1358,0,0,1.0,0.0,2,0,2,1,4,6,1,Attchd,2,2.0,484.0,192,30,0,0,0,7,2008
848,144000,120,RM,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,3,6,685.0,1,0.0,163.0,848.0,GasA,5,Y,848,0,0,1.0,0.0,1,0,1,1,4,4,0,Attchd,3,2.0,420.0,140,0,0,0,0,6,2009
1716,135900,190,RL,5687,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,3,2,1,3,210.0,1,0.0,570.0,780.0,GasA,5,N,936,780,0,1.0,0.0,2,0,6,1,2,9,0,0,0,0.0,0.0,0,184,0,0,0,3,2008
874,130000,20,RL,6953,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,5,469.0,1,0.0,395.0,864.0,GasA,5,Y,874,0,0,0.0,0.0,1,0,3,1,3,5,0,Detchd,1,1.0,352.0,0,0,0,0,0,6,2010
836,120000,120,RL,2280,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,836.0,836.0,GasA,5,Y,836,0,0,0.0,0.0,1,0,2,1,3,4,0,Attchd,1,1.0,308.0,0,30,0,0,0,6,2010
630,81000,180,RM,1890,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,CBlock,4,3,3,5,495.0,1,0.0,135.0,630.0,GasA,4,Y,630,0,0,1.0,0.0,1,0,1,1,3,3,0,0,0,0.0,0.0,88,0,0,0,0,6,2008
1967,156500,90,RL,9662,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,5,4,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,1967.0,1967.0,GasA,3,Y,1967,0,0,0.0,0.0,2,0,6,2,3,10,0,Attchd,3,2.0,580.0,170,0,0,0,0,8,2006
2032,300000,20,RL,23730,Pave,IR2,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,668.0,4,3,PConc,5,3,2,6,700.0,1,0.0,1140.0,1840.0,GasA,5,Y,2032,0,0,1.0,0.0,3,0,3,1,4,7,0,Attchd,3,3.0,786.0,0,46,192,0,0,9,2008
1866,135000,90,RL,9482,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,657.0,3,3,PConc,3,3,1,1,0.0,1,0.0,1866.0,1866.0,GasA,5,Y,1866,0,0,0.0,0.0,2,0,4,2,3,8,0,Detchd,1,2.0,495.0,0,0,0,0,0,12,2009
900,134800,20,RL,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,4,234.0,3,486.0,180.0,900.0,GasA,3,Y,900,0,0,0.0,1.0,1,0,3,1,4,5,0,Detchd,1,2.0,576.0,222,32,0,0,0,5,2010
1032,148000,80,RL,10395,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,233.0,3,3,CBlock,4,3,3,5,605.0,1,0.0,427.0,1032.0,GasA,3,Y,1032,0,0,0.0,1.0,2,0,3,1,3,6,1,Attchd,1,2.0,564.0,0,0,0,0,0,7,2007
1558,140000,50,RL,10930,Pave,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,580.0,1,0.0,333.0,913.0,GasA,3,Y,1048,510,0,1.0,0.0,1,1,3,1,3,6,1,Attchd,1,1.0,288.0,0,0,0,0,0,4,2008
988,113000,20,RL,21750,Pave,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,988.0,988.0,GasA,5,Y,988,0,0,0.0,0.0,1,0,2,1,3,4,0,Attchd,2,2.0,520.0,0,0,0,0,0,2,2008
1040,93500,90,RL,8544,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,None,0.0,3,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,N,1040,0,0,0.0,0.0,2,0,2,2,3,6,0,Detchd,1,2.0,400.0,0,0,0,0,0,7,2006
1042,161000,80,RL,9200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,3,3,CBlock,3,3,4,6,494.0,1,0.0,548.0,1042.0,GasA,3,Y,1042,0,0,0.0,0.0,2,0,3,1,3,5,0,Attchd,2,2.0,440.0,192,0,0,0,0,5,2007
1666,100000,50,RL,9839,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,2,1931,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,2,1,1,0.0,1,0.0,894.0,894.0,GasA,5,Y,894,772,0,1.0,0.0,1,0,3,1,3,7,1,0,0,0.0,0.0,0,156,0,0,0,5,2010
1116,167900,20,RL,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Hip,CompShg,Plywood,Plywood,BrkFace,196.0,3,3,CBlock,3,3,1,5,888.0,1,0.0,228.0,1116.0,GasA,5,Y,1116,0,0,1.0,0.0,2,0,3,1,3,6,1,Attchd,2,2.0,528.0,0,0,0,0,0,4,2009
1325,216000,20,RL,17541,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1948,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,3,4,2,4,300.0,1,0.0,109.0,409.0,GasA,5,Y,1325,0,0,0.0,0.0,2,0,3,1,4,6,1,Detchd,1,2.0,576.0,0,42,0,0,0,7,2007
1216,135000,20,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,144.0,3,3,CBlock,3,3,1,5,996.0,1,0.0,60.0,1056.0,GasA,5,Y,1216,0,0,1.0,0.0,1,0,3,1,3,7,0,Attchd,2,1.0,280.0,0,0,0,0,0,5,2006
1886,199900,60,RL,11214,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,930.0,930.0,GasA,4,Y,956,930,0,0.0,0.0,2,1,4,1,4,10,1,Attchd,3,2.0,431.0,89,0,0,0,0,7,2006
1555,192500,120,RL,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,3,6,16.0,1,0.0,1357.0,1373.0,GasA,5,Y,1555,0,0,0.0,0.0,2,0,2,1,4,7,1,Attchd,3,2.0,430.0,143,20,0,0,0,5,2009
1126,160000,20,RL,17400,Pave,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,5,936.0,1,0.0,190.0,1126.0,GasA,2,Y,1126,0,0,1.0,0.0,2,0,3,1,3,5,1,Attchd,2,2.0,484.0,295,41,0,0,0,5,2006
1478,156500,20,RL,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,5,189.0,3,661.0,628.0,1478.0,GasA,4,Y,1478,0,0,1.0,0.0,1,1,3,1,3,6,2,Attchd,2,2.0,442.0,114,0,0,0,216,6,2009
1630,295493,20,RL,10226,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,270.0,4,3,PConc,5,3,4,1,0.0,1,0.0,1622.0,1622.0,GasA,5,Y,1630,0,0,1.0,0.0,2,0,3,1,5,8,1,Attchd,2,3.0,860.0,172,42,0,0,0,1,2009
1671,170000,60,RL,13041,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,781.0,781.0,GasA,4,Y,781,890,0,0.0,0.0,2,1,3,1,3,7,1,Attchd,3,2.0,423.0,0,84,0,0,0,2,2006
1698,275000,20,RL,11520,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,615.0,4,3,PConc,5,3,1,6,110.0,1,0.0,1588.0,1698.0,GasA,5,Y,1698,0,0,0.0,0.0,2,0,3,1,5,7,1,Attchd,3,3.0,730.0,192,74,0,0,0,6,2010
1561,193000,20,RL,13339,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1960,1960,Gable,CompShg,HdBoard,Plywood,Stone,132.0,3,3,CBlock,3,3,1,2,65.0,4,875.0,621.0,1561.0,GasA,3,Y,1561,0,0,1.0,0.0,2,0,3,1,3,6,1,Attchd,3,2.0,463.0,0,148,0,0,120,5,2009
1370,205000,120,RL,7132,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4,3,2,6,24.0,1,0.0,1346.0,1370.0,GasA,5,Y,1370,0,0,0.0,0.0,2,0,2,1,4,6,1,Attchd,2,2.0,484.0,120,49,0,0,0,4,2010
1324,174000,80,RL,8991,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,SLvl,7,6,1976,1976,Gable,CompShg,Plywood,Plywood,Stone,130.0,3,3,CBlock,4,3,4,6,624.0,3,604.0,0.0,1228.0,GasA,3,Y,1324,0,0,0.0,1.0,2,0,3,1,4,5,1,Attchd,3,2.0,585.0,407,36,0,0,0,2,2007
1710,208500,60,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4,3,1,6,706.0,1,0.0,150.0,856.0,GasA,5,Y,856,854,0,1.0,0.0,2,1,3,1,4,8,0,Attchd,2,2.0,548.0,0,61,0,0,0,2,2008
672,108000,30,RL,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,672.0,672.0,GasA,5,Y,672,0,0,0.0,0.0,1,0,2,1,3,4,0,Detchd,1,1.0,240.0,168,0,0,0,0,8,2008
919,95000,50,RL,6001,Pave,IR1,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2,3,1,2,368.0,1,0.0,232.0,600.0,GasA,5,N,600,319,0,0.0,0.0,1,0,3,1,3,5,0,Detchd,1,1.0,231.0,0,0,45,0,0,3,2010
1320,138000,50,RL,8064,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,315.0,1,0.0,453.0,768.0,GasA,5,Y,819,501,0,0.0,0.0,2,0,3,1,3,5,0,Detchd,1,2.0,576.0,108,0,0,0,0,9,2008
1680,170000,20,RL,17871,Pave,IR2,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1680.0,1680.0,GasA,4,Y,1680,0,0,0.0,0.0,2,0,4,1,4,7,0,Attchd,1,2.0,628.0,152,0,0,0,0,6,2007
1242,105000,70,RL,5707,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,6,6,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,583.0,583.0,GasA,4,Y,647,595,0,0.0,0.0,1,1,3,1,3,6,1,Detchd,1,1.0,180.0,329,96,0,0,0,3,2009
1774,87000,70,RM,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,3,3,BrkTil,3,2,1,1,0.0,1,0.0,1095.0,1095.0,GasW,2,N,1095,679,0,1.0,0.0,2,0,4,2,3,8,0,2Types,1,3.0,779.0,0,0,90,0,0,5,2006
